budget,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,release_year,release_month,profit,roi,hitflop,director_Christopher_Nolan,director_Steven_Spielberg,director_James_Cameron,director_Quentin_Tarantino,director_Ridley_Scott,director_Peter_Jackson,director_David_Fincher,director_Martin_Scorsese,director_Denis_Villeneuve,director_Jon_Favreau,director_JJ_Abrams,director_Zack_Snyder,director_other,company_Walt_Disney_Pictures,company_Warner_Bros,company_Universal_Pictures,company_Columbia_Pictures,company_Paramount_Pictures,company_20th_Century_Fox,company_Marvel_Studios,company_Pixar,company_Lionsgate,company_MGM,company_DreamWorks_Animation,company_New_Line_Cinema,company_Legendary_Pictures,genre_Drama,genre_Comedy,genre_Action,genre_Thriller,genre_Romance,genre_Adventure,genre_Horror
28000000,4348,36.58383,2005-09-16,121147947,135.0,Pride & Prejudice,7.7,1358,2005,9,93147947,3.326712392857143,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28000000,78,94.056131,1982-06-25,33139618,117.0,Blade Runner,7.9,3509,1982,6,5139618,0.1835577857142857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28000000,11780,10.703456,1995-04-13,31596911,139.0,Rob Roy,6.5,148,1995,4,3596911,0.1284611071428571,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28000000,192102,41.638961,2014-02-14,52597999,113.0,3 Days to Kill,6.0,883,2014,2,24597999,0.8784999642857143,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
21000000,2001,14.518708,2007-05-25,54926886,117.0,We Own the Night,6.5,323,2007,5,33926886,1.615566,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35866397,11516,3.75074,2001-12-12,20217080,98.0,Winged Migration,7.0,49,2001,12,-15649317,-0.4363225277409381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28000000,10025,22.074306,2006-05-12,38159905,103.0,Just My Luck,5.8,491,2006,5,10159905,0.36285375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
28000000,15198,4.436792,1999-10-01,8888143,119.0,"Mystery, Alaska",6.0,69,1999,10,-19111857,-0.6825663214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28000000,23172,14.639324,2010-01-15,45236543,94.0,The Spy Next Door,5.5,345,2010,1,17236543,0.6155908214285715,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28000000,17834,1.767479,1997-07-11,8345056,86.0,A Simple Wish,5.5,46,1997,7,-19654944,-0.7019622857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28000000,10016,13.145205,2001-08-24,14010832,98.0,Ghosts of Mars,4.8,296,2001,8,-13989168,-0.4996131428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28000000,10317,12.921594,2015-09-11,7002261,108.0,Our Brand Is Crisis,5.8,195,2015,9,-20997739,-0.74991925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28000000,58431,28.397048,2016-02-04,16374328,108.0,Pride and Prejudice and Zombies,5.5,640,2016,2,-11625672,-0.4152025714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
28000000,9746,7.039189,1997-12-25,5684789,134.0,Kundun,6.8,91,1997,12,-22315211,-0.7969718214285715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27000000,13092,16.785866,2008-10-02,17286299,110.0,How to Lose Friends & Alienate People,6.2,244,2008,10,-9713701,-0.3597667037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
28000000,59859,40.28635,2013-07-17,60700000,103.0,Kick-Ass 2,6.3,2224,2013,7,32700000,1.167857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24000000,13495,6.009644,2006-09-01,23321954,145.0,Alatriste,5.6,61,2006,9,-678046,-0.0282519166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28000000,254473,25.520976,2014-04-22,68896829,90.0,Brick Mansions,5.7,615,2014,4,40896829,1.4606010357142858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27500000,700,25.633663,1983-06-05,187500000,131.0,Octopussy,6.2,527,1983,6,160000000,5.818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
30000000,4964,22.527211,2007-06-01,219076518,129.0,Knocked Up,6.2,1214,2007,6,189076518,6.3025506,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
30000000,10024,24.09152,2009-06-26,95714875,109.0,My Sister's Keeper,7.1,598,2009,6,65714875,2.1904958333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35000000,13490,6.248273,2008-02-08,43650785,114.0,Welcome Home Roscoe Jenkins,5.7,57,2008,2,8650785,0.2471652857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8000000,15927,9.548391,1984-12-14,27187653,163.0,A Passage to India,6.9,67,1984,12,19187653,2.398456625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15000000,1259,12.576381,2006-12-25,49469904,92.0,Notes on a Scandal,6.9,235,2006,12,34469904,2.2979936,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27500000,5125,12.741073,2007-09-07,24748670,120.0,Rendition,6.2,205,2007,9,-2751330,-0.1000483636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27000000,174,16.188572,1991-12-05,96900000,113.0,Star Trek VI: The Undiscovered Country,6.7,413,1991,12,69900000,2.588888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
27000000,9437,18.913,1997-10-03,60527873,115.0,Kiss the Girls,6.2,345,1997,10,33527873,1.241773074074074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27000000,525,44.714264,1980-06-17,115229890,133.0,The Blues Brothers,7.5,1065,1980,6,88229890,3.267773703703704,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27000000,10188,11.870301,2008-08-06,44352417,117.0,The Sisterhood of the Traveling Pants 2,6.0,238,2008,8,17352417,0.6426821111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
27000000,245,28.227984,2002-04-26,129000000,101.0,About a Boy,6.6,607,2002,4,102000000,3.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
27000000,9825,11.678561,1999-07-15,56870414,82.0,Lake Placid,5.5,247,1999,7,29870414,1.1063116296296296,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
27000000,186,36.921445,2006-02-24,56308881,110.0,Lucky Number Slevin,7.4,1323,2006,2,29308881,1.085514111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27000000,9549,17.567332,1983-10-20,21500000,193.0,The Right Stuff,7.3,235,1983,10,-5500000,-0.2037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30000000,61891,16.698316,2011-10-21,15395087,130.0,Anonymous,6.3,288,2011,10,-14604913,-0.4868304333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27000000,34584,47.862016,1984-04-05,20158808,102.0,The NeverEnding Story,7.0,1002,1984,4,-6841192,-0.2533774814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27000000,2666,39.324831,1998-02-27,27200316,100.0,Dark City,7.2,828,1998,2,200316,0.0074191111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25000000,13155,5.650125,1985-06-21,11137801,109.0,Return to Oz,6.7,120,1985,6,-13862199,-0.55448796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27000000,42807,3.123583,1998-03-26,76000000,113.0,The Newton Boys,5.9,44,1998,3,49000000,1.8148148148148149,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27000000,28355,23.917982,2009-08-13,29000000,109.0,Case 39,6.1,563,2009,8,2000000,0.074074074074074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27000000,8080,8.715822,2004-08-27,13000000,99.0,Suspect Zero,5.5,98,2004,8,-14000000,-0.5185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27000000,56288,14.788073,2011-08-18,85564310,89.0,Spy Kids: All the Time in the World,4.4,222,2011,8,58564310,2.1690485185185184,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27000000,303858,38.279458,2016-05-12,93282604,98.0,Money Monster,6.5,1068,2016,5,66282604,2.4549112592592595,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,1613,9.670031,2001-12-07,14,93.0,The 51st State,5.9,173,2001,12,-14,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
27000000,16617,17.193659,2004-05-07,21148829,106.0,Mindhunters,6.3,333,2004,5,-5851171,-0.216710037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25000000,8944,8.31653,2008-10-17,6673422,104.0,What Just Happened,5.2,127,2008,10,-18326578,-0.73306312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
26000000,14560,31.250383,2009-01-15,183293131,91.0,Paul Blart: Mall Cop,5.2,788,2009,1,157293131,6.049735807692308,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
26000000,10330,24.345651,2003-08-03,110230332,97.0,Freaky Friday,6.0,879,2003,8,84230332,3.2396281538461538,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26000000,6957,38.473732,2005-08-11,109449237,116.0,The 40 Year Old Virgin,6.2,1983,2005,8,83449237,3.2095860384615387,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25000000,1934,31.792964,1998-12-11,289317794,122.0,Shakespeare in Love,6.8,796,1998,12,264317794,10.57271176,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28000000,169917,61.309619,2014-09-18,53181600,113.0,A Walk Among the Tombstones,6.2,1131,2014,9,25181600,0.8993428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15000000,951,5.411154,1990-12-21,201957688,111.0,Kindergarten Cop,5.8,628,1990,12,186957688,12.463845866666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27000000,10189,41.832392,2008-08-06,101624843,111.0,Pineapple Express,6.6,1148,2008,8,74624843,2.763883074074074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26000000,9454,21.988861,1998-07-31,65705772,121.0,Ever After: A Cinderella Story,6.8,399,1998,7,39705772,1.527145076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
22000000,2055,19.068175,2003-08-29,68296293,139.0,Open Range,7.0,262,2003,8,46296293,2.1043769545454545,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26000000,1551,24.114459,1990-08-09,61489265,115.0,Flatliners,6.3,404,1990,8,35489265,1.3649717307692308,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
22000000,5902,20.256571,1977-06-15,50750000,175.0,A Bridge Too Far,6.9,207,1977,6,28750000,1.306818181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26000000,11460,8.802626,2005-08-04,57891803,85.0,Red Eye,6.2,455,2005,8,31891803,1.2266078076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26000000,9358,37.355826,2003-01-31,90426405,90.0,Final Destination 2,5.9,1023,2003,1,64426405,2.4779386538461536,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26000000,134,39.742009,2000-08-30,71868327,106.0,"O Brother, Where Art Thou?",7.3,1112,2000,8,45868327,1.7641664230769232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
26000000,22894,30.981604,2010-01-21,67918658,100.0,Legion,5.2,629,2010,1,41918658,1.612256076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000000,134374,31.893932,2013-04-18,86175291,130.0,Pain & Gain,6.1,1573,2013,4,61175291,2.44701164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26000000,15028,5.894163,2002-03-17,38793283,94.0,Clockstoppers,4.9,89,2002,3,12793283,0.4920493461538461,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26000000,7445,22.07638,2009-01-27,43318349,104.0,Brothers,6.8,633,2009,1,17318349,0.6660903461538461,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
26000000,17047,10.925618,2004-12-03,28818995,100.0,Agent Cody Banks 2: Destination London,5.2,144,2004,12,2818995,0.1084228846153846,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56000000,62838,21.219292,2011-12-08,142044638,118.0,New Year's Eve,5.7,718,2011,12,86044638,1.5365113928571428,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
42000000,2057,14.831402,2001-08-03,35402320,118.0,Original Sin,5.8,198,2001,8,-6597680,-0.157087619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
26000000,70436,22.520842,2012-03-09,29657751,111.0,The Raven,6.1,426,2012,3,3657751,0.1406827307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30000000,16784,3.314094,2004-02-24,14000000,110.0,Welcome to Mooseport,4.8,54,2004,2,-16000000,-0.5333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26000000,8011,7.964451,1994-11-29,36800000,99.0,Highlander: The Final Dimension,4.5,110,1994,11,10800000,0.4153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25530000,36355,4.475007,1996-05-17,20080020,95.0,Flipper,5.3,84,1996,5,-5449980,-0.2134735605170387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26000000,238615,66.097437,2015-07-10,30523226,116.0,Self/less,6.3,1091,2015,7,4523226,0.1739702307692307,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25000000,1985,20.679652,2005-08-31,82466670,129.0,The Constant Gardener,6.8,417,2005,8,57466670,2.2986668,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30000000,615,38.171417,2004-02-25,611899420,127.0,The Passion of the Christ,6.9,864,2004,2,581899420,19.396647333333338,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25000000,788,30.884535,1993-11-24,441286195,125.0,Mrs. Doubtfire,7.0,1591,1993,11,416286195,16.6514478,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
25000000,380,49.510658,1988-12-11,412800000,133.0,Rain Man,7.6,1709,1988,12,387800000,15.512,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33000000,13223,50.7453,2008-12-09,269958228,116.0,Gran Torino,7.8,3086,2008,12,236958228,7.180552363636363,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25100000,10523,10.445391,2008-10-17,29506464,131.0,W.,6.1,143,2008,10,4406464,0.1755563346613546,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25000000,8681,80.879032,2008-02-18,226830568,93.0,Taken,7.2,4369,2008,2,201830568,8.07322272,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26000000,239571,33.93914,2014-10-16,35926213,117.0,The Best of Me,7.2,765,2014,10,9926213,0.3817774230769231,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25000000,619,26.576385,1992-11-25,411006740,129.0,The Bodyguard,6.1,661,1992,11,386006740,15.4402696,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
22000000,424,104.469351,1993-11-29,321365567,195.0,Schindler's List,8.3,4329,1993,11,299365567,13.607525772727271,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25000000,50014,42.191509,2011-08-09,124272124,146.0,The Help,7.8,1910,2011,8,99272124,3.97088496,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28000000,162903,20.267062,2013-10-11,8555008,128.0,The Fifth Estate,5.7,364,2013,10,-19444992,-0.694464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30000000,6466,26.69592,2003-08-15,114908830,97.0,Freddy vs. Jason,5.8,594,2003,8,84908830,2.8302943333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25000000,12589,12.739721,2001-12-21,80936232,83.0,Jimmy Neutron: Boy Genius,5.6,231,2001,12,55936232,2.23744928,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
25000000,7191,46.942396,2008-01-15,170764026,85.0,Cloverfield,6.4,2251,2008,1,145764026,5.83056104,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25000000,1497,15.505137,1991-03-22,78000000,88.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,1991,3,53000000,2.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
25000000,117,38.272889,1987-06-02,76270454,119.0,The Untouchables,7.6,1384,1987,6,51270454,2.05081816,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25000000,6977,53.645267,2007-11-08,171600000,122.0,No Country for Old Men,7.7,3003,2007,11,146600000,5.864,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25000000,168530,28.468,2014-01-07,153997819,99.0,Ride Along,6.1,853,2014,1,128997819,5.15991276,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25000000,634,35.310712,2001-04-13,281929795,97.0,Bridget Jones's Diary,6.5,1356,2001,4,256929795,10.2771918,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
25000000,392,28.727731,2000-12-14,152500343,121.0,Chocolat,6.8,951,2000,12,127500343,5.10001372,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
45000000,10327,4.340616,2003-07-02,124914842,95.0,"Legally Blonde 2: Red, White & Blonde",5.1,377,2003,7,79914842,1.775885377777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25000000,88042,14.604911,2012-12-25,119772232,104.0,Parental Guidance,5.7,210,2012,12,94772232,3.79088928,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25000000,41630,38.688822,2011-01-21,147780440,107.0,No Strings Attached,6.1,1331,2011,1,122780440,4.9112176,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25000000,11969,30.537845,1993-12-25,56505065,130.0,Tombstone,7.4,626,1993,12,31505065,1.2602026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
25000000,2085,19.750059,2000-03-20,91036760,115.0,Romeo Must Die,6.0,330,2000,3,66036760,2.6414704,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2800000,794,25.939385,1976-06-06,60922980,111.0,The Omen,7.2,476,1976,6,58122980,20.75820714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25000000,9286,31.64341,2006-02-10,117719158,93.0,Final Destination 3,5.8,974,2006,2,92719158,3.70876632,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25000000,77877,26.811541,2012-04-19,99357138,101.0,The Lucky One,6.8,946,2012,4,74357138,2.97428552,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60000000,1265,40.646102,2007-02-16,137587063,96.0,Bridge to Terabithia,7.0,1113,2007,2,77587063,1.2931177166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25000000,866,34.160448,2004-10-17,116766556,106.0,Finding Neverland,7.2,1223,2004,10,91766556,3.67066224,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25000000,75174,48.552871,2012-01-26,77278331,117.0,The Grey,6.4,1451,2012,1,52278331,2.09113324,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
25000000,11096,18.228538,2005-01-27,122644820,101.0,Hide and Seek,6.1,440,2005,1,97644820,3.9057928,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26000000,8699,29.342744,2004-07-09,90574188,94.0,Anchorman: The Legend of Ron Burgundy,6.7,1493,2004,7,64574188,2.4836226153846153,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25000000,769,63.654244,1990-09-12,46836394,145.0,GoodFellas,8.2,3128,1990,9,21836394,0.87345576,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28000000,10923,11.859396,2003-03-14,58795814,102.0,Agent Cody Banks,5.0,284,2003,3,30795814,1.0998505,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
